Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
209,-0.742877146,0.563251743,1.207243263,0.912388004,1.053790705,0.574722633,0.215632907,0.253663165,-0.434722396,-0.048010517,0.252837088,0.43242893,-0.429693555,0.210474809,-0.529153893,-0.654788127,-0.011331644,0.075368494,1.08980618,-0.118911674,-0.007178015,0.166434241,-0.370094052,-0.793211476,-0.014647417,-0.251252202,0.086312821,0.089217379,1.19,0
209,1.228501161,0.091870473,-0.268384945,0.748905031,0.44902668,0.45360359,-0.013059548,0.09852564,-0.068926421,0.222077562,-0.32422806,0.016579842,-0.299508894,0.542127238,0.475754103,0.948127349,-1.335988386,0.962845574,0.505213509,-0.026945063,-0.098693862,-0.410240279,-0.271816803,-1.419976808,0.701940047,-0.335894753,0.003434963,0.003993881,45,0
209,-0.572010633,0.374980871,0.923823033,-0.954005872,0.753635444,0.139494795,1.450747739,-0.551715607,-0.12615854,0.068444879,0.351181327,0.224943615,0.448234262,-0.362391077,-0.297472256,0.828896267,-1.64672971,0.559570501,-0.20328508,-0.127564678,-0.030323651,0.334778622,-0.192455176,-0.790313074,0.110172912,0.309764577,-0.504722784,-0.498287039,95.56,0
209,-0.429224487,0.698849366,1.588982428,1.297156594,0.119330666,0.214132796,0.387461417,0.276523894,-0.483147502,-0.091351558,1.01143226,0.189488597,-1.61934665,0.532984685,-0.354372269,-1.013301333,0.533988588,-0.072675146,0.977968784,-0.055186254,0.073324602,0.324849199,-0.102067667,0.214137052,-0.251234424,-0.267043849,0.169115334,0.13383226,13.99,0
210,1.293927047,0.338070714,-0.042758725,0.502133796,0.072282583,-0.583457916,0.123778874,-0.18746752,0.00188298,-0.303396211,-0.717596678,0.265054232,0.948911112,-0.449331226,1.092810817,0.697079096,-0.342141341,-0.094490672,0.109940711,0.005472686,-0.329232513,-0.942138921,0.008263842,-0.492104263,0.342975495,0.143926316,-0.022440506,0.025373448,12.99,0
211,0.263523486,-1.812896806,-0.311086762,0.412929594,-0.794605397,0.196364792,0.416625915,-0.062991181,0.345392201,-0.363639666,0.379691153,0.911096513,0.133218505,0.118926728,-0.674517208,0.337849604,-0.450552,-0.001172858,0.858372836,1.010958119,0.002672337,-1.04234241,-0.480537703,-0.414742512,0.111705661,0.819589851,-0.168906284,0.07820301,526.96,0
211,-0.247826973,-0.28268211,1.653354215,-1.014864635,-0.680433316,0.886363857,-0.538200542,0.377969653,-1.230879191,0.522507866,0.605212426,-0.924201301,-0.363162226,-0.14202399,1.120026952,1.190446263,0.176379066,-0.106613716,1.598605339,0.373669489,0.545695994,1.400962001,-0.133992442,-0.810781923,-0.34854377,0.093030862,0.165625677,0.130422212,70,0
213,-0.263380494,0.959102737,0.285739874,0.604067511,3.228819561,3.799503053,0.715285472,0.429148331,-1.155492491,0.873230617,-0.341117346,-0.793205363,-0.159974704,-0.05696762,0.429550164,0.611279191,-1.299714457,0.280440665,-0.447446015,0.139951999,-0.015245439,0.059111288,-0.291824828,0.992903115,-0.128938406,-0.111062585,-0.340205678,-0.31029687,4.38,0
215,1.087791655,-0.143548188,1.374291017,1.28739919,-1.10064226,-0.017109546,-0.705609123,0.266580257,0.73536823,-0.011940569,0.959388031,0.825931515,-0.863981013,0.004954077,-0.452153906,0.251123165,-0.379484867,0.461532027,0.004879763,-0.172534083,-0.003904289,0.112284764,0.014104496,0.512267929,0.329601652,-0.436531407,0.063249858,0.029066572,12.99,0
217,-2.421229941,-1.369602127,2.261281491,2.01103383,1.878525227,-1.275607365,-1.251028565,0.212619224,0.142608349,0.000981629,-0.504586082,-0.032401586,-0.977309182,0.028345603,0.462211286,-1.193536693,0.863242426,-0.606630589,0.800708777,-0.411784619,-0.08957682,0.157737289,-0.624864828,0.487155905,0.270894072,-0.093370264,0.330056238,-0.056340279,24,0
218,-0.3917246,1.106354995,0.787765451,0.510525488,0.832968319,0.151659326,0.588154973,0.312914373,-0.772828747,-0.868831246,1.881226155,0.062618666,-1.070830467,-0.701764788,0.742399218,0.045569359,1.016696072,0.305578304,-0.865471674,-0.155767007,0.122192274,0.365017683,-0.213949885,-0.421854377,0.045355497,-0.323299425,0.080658833,0.037889138,1,0
42547,1.088714372,-0.533622419,-0.397253563,0.632143625,1.576390363,4.402621661,-0.982785843,1.139696295,1.134919324,-0.330432485,-1.12073372,0.664536642,-0.399546447,-0.596559417,-1.749693871,-0.516383267,0.004199169,-0.436451308,0.891266087,0.033748498,-0.469634915,-1.172379439,-0.020314601,0.997615888,0.637132756,-0.528319759,0.067689818,0.033141641,57,0
42547,-1.107627763,1.110352028,0.36824406,1.014863865,0.222144206,0.062643043,0.616042615,0.510167876,-1.10068162,0.096109871,0.957929872,0.289845534,-0.834734399,1.165917869,0.639475927,-0.358899127,0.131454806,-0.091713351,0.98995762,-0.014383318,-0.158531157,-0.569326805,-0.001971786,-0.360650222,-0.408937609,-0.54553631,0.220785469,0.039302473,78.95,0
42549,1.07382099,-1.035716316,0.764291374,-0.713023885,-1.166396353,0.471462027,-1.014287648,0.343359507,-0.741087974,0.703737429,1.542003942,0.371155396,-0.398035895,0.28800041,1.113047135,-1.239538668,0.152082514,0.762700461,-1.338528789,-0.39482971,-0.324882818,-0.660011713,0.188353484,-0.304695361,-0.323216352,0.892570027,-0.020555794,0.016995841,88.81,0
42549,-0.320831798,-0.571666539,2.383281062,-1.725003958,-0.803231643,0.645580866,-0.295308817,-0.27218573,-2.44107478,1.749835812,1.372351257,-0.496771526,1.159392095,-0.915977394,0.828371711,-0.839273827,0.440502698,0.621060746,0.816800095,0.062111986,-0.029027519,0.674711295,-0.292806911,-0.275268646,0.048249457,0.040625328,-0.310108373,-0.377049462,49,0
42553,-0.562371343,-0.209579746,1.725756135,-1.631812277,-0.28354757,-1.208325477,-0.048170233,-0.08857543,-1.20142573,-0.017067176,-0.433249983,-0.623775777,0.445262882,-0.40439175,0.170165128,1.452672437,-0.12468459,-1.34978976,-0.06013135,0.186620253,0.156266884,0.154736224,0.115747815,0.356859267,-0.482968395,-0.636173629,0.118685786,0.163690192,25,0
42553,-1.038785594,2.228926546,-3.199075906,1.760051652,-0.405514208,-1.820453375,-0.115825538,1.153168477,-0.523311582,-1.066760153,1.991565995,-0.112645817,-1.447910507,-2.239527179,0.475608111,1.42412077,3.20034184,2.182186476,-0.261571075,-0.173467745,-0.080537742,-0.236328455,0.127039406,0.16834633,-0.424675077,-0.407816564,0.23426384,-0.214703035,89.99,0
42554,-0.967874495,0.59729575,1.196748747,-1.68944601,-0.662092498,-0.541803799,-0.321729131,0.612970466,-1.610617762,-0.470094671,1.691209801,-0.545089743,-1.080438818,-0.572980034,-0.07898383,1.721606067,1.050061542,-0.968682449,-0.218245307,-0.1391972,0.018887259,-0.384888941,-0.056738365,0.074964559,0.160352701,-0.567594427,-0.274472034,-0.093972003,12,0
42554,1.090028353,-0.228845955,1.346693906,1.295891045,-1.204484837,-0.038724642,-0.792831787,0.339292082,0.923197019,0.02504677,0.746535472,0.165046037,-2.104058921,0.251129838,-0.315346329,0.309939783,-0.309494082,0.614435329,0.014360971,-0.254436204,-0.019248055,0.010228177,0.030837848,0.49095122,0.288673473,-0.432783567,0.055328729,0.026262953,11.5,0
42554,-0.490855329,0.376016677,0.961461663,-1.272648162,0.249695818,-1.102621752,0.884302718,-0.193158437,0.484115489,-1.487041662,0.034451124,1.01033983,0.421119843,0.152721047,0.560957012,-1.67208246,0.508484816,-0.734991375,0.497297671,0.025233891,0.197583989,0.763192321,-0.121733664,0.451745126,0.023269009,-0.650830751,0.182131087,0.156702662,31.18,0
42554,-0.786878447,0.52373974,2.252623045,0.406957811,-0.027007977,0.450058948,0.259582502,0.435600583,0.160890133,-0.759545499,0.621283122,0.65056805,-1.361198789,-0.14066467,-1.977820298,-0.488768625,0.062882175,-0.2510796,-0.580182167,-0.251616906,0.066522974,0.384157747,-0.216315322,0.209968641,0.102597033,-0.448341267,0.1347746,0.10523994,11,0
42555,-0.382722253,1.761177191,0.026930105,1.188021179,0.13588065,-1.146715952,0.47247205,0.25647401,-0.754398323,-0.879842959,0.012573685,0.166596321,0.754151136,-1.278492967,1.078420456,0.355795948,1.237559084,0.764437826,0.051152113,0.082239014,0.035223455,0.209145089,-0.104765477,0.267711315,-0.047028466,-0.311682941,0.228152661,0.082070636,1,0
42558,1.130073983,-0.026473018,1.41113136,1.095988668,-0.907449456,0.155729537,-0.805646348,0.221321818,0.670473675,-0.108870595,-0.223142629,0.387026407,0.429311266,-0.18130067,1.807581928,0.459262425,-0.501253982,0.124388909,-1.147588017,-0.133622857,0.279761421,0.929647332,-0.038309126,0.100831979,0.30584828,-0.225261279,0.095702171,0.039816725,2.97,0
42559,1.358444006,-0.626374852,0.082663021,-0.654244134,-0.951168237,-0.841856335,-0.39783168,-0.165296922,-0.693252594,0.69040903,-1.111999948,-0.921528147,-0.82715074,0.35374682,1.034127149,-1.042869943,-0.133834592,1.011146693,-0.480938381,-0.463816211,-0.614392786,-1.458673324,0.110456269,-0.153186406,0.071600719,0.847811211,-0.076067681,0.009225164,44.93,0
42559,-2.141437286,-5.704009171,-1.188586397,1.405285352,-2.170695779,1.107311787,1.609433851,-0.07674708,0.255949469,-0.930632547,1.56482323,0.979247415,-0.300307821,0.596623032,0.545322269,-0.01711292,0.257701416,-0.446630439,-0.850155355,3.27681751,1.053329937,-0.657875368,-1.429242674,-0.137178876,-0.550254748,0.877681777,-0.350686138,0.284226496,1694.5,0
42559,1.15962222,0.20696375,0.369488249,1.164865282,-0.362343682,-0.710265117,0.075680323,-0.047586095,0.14310059,0.002539432,-0.091605229,-0.277408815,-1.316851896,0.685751297,1.284768351,-0.279383732,0.041964335,-0.553253173,-0.846548152,-0.247031118,0.06785224,0.19482621,-0.022347114,0.379179458,0.526006253,-0.315741536,0.020821259,0.019192023,13.52,0
42559,1.110830219,0.265295235,0.169561345,1.019756414,-0.004803641,-0.390398278,0.241038092,-0.02594961,-0.42484788,0.133828731,1.734850572,1.086958124,-0.099049703,0.702186138,0.307548574,-0.237975094,-0.25934997,-0.330361235,-0.436004943,-0.125466907,0.078130209,0.218718898,-0.073386913,0.223367281,0.591905709,-0.360839734,0.012537762,0.009363571,27.38,0
42559,1.047469465,-0.130989981,0.59563438,0.981320095,-0.742531339,-0.860677318,0.141580491,-0.217120558,0.334147293,-0.251923347,-0.258401292,0.930312331,0.566160213,-0.159164197,-0.295840954,-0.397835037,0.117024094,-0.883279216,0.063854269,0.080992923,-0.152270908,-0.415508684,-0.028608394,0.765535938,0.401246714,0.238013969,-0.033443451,0.032133065,90.61,0
42560,1.250696469,0.085577354,-0.171650087,0.89128888,0.332286686,0.399647766,-0.111826957,0.136060155,0.351734149,0.053552792,-1.711175251,-1.035624497,-1.300879114,0.563530816,1.505744386,0.39438206,-0.631871254,0.12885706,-0.298859234,-0.193470487,-0.038540441,-0.141696303,-0.213367377,-1.362446378,0.664517626,-0.209357068,0.023246216,0.006362011,21,0
42561,-1.887402488,-1.155584983,2.23395486,-1.080908985,-0.699279695,-0.989879083,-1.276133115,0.702038085,-0.629612433,-0.443947913,-1.483172705,-0.623819297,-0.925674387,-0.107209281,-0.308527389,-0.981487496,0.222261455,1.284664205,-1.074424354,-0.27286009,-0.286277288,-0.909367644,-0.087819152,0.391230863,-0.017853953,0.873684266,-0.101997051,-0.196747532,15.4,0
42561,-2.042934029,-0.963052772,0.862057883,-1.127618924,-0.107670882,1.323383408,0.054256157,1.022120915,0.505386355,-1.281722814,-0.972423007,0.153284764,-0.748229613,-0.049071855,-1.216210661,0.699104226,-0.530560723,0.315230739,0.288836398,0.681796226,0.01193771,-0.565376878,0.319451963,-1.702232606,0.124923317,0.907688686,0.069902766,-0.048388502,261.08,0
42562,-2.569535784,0.61363341,0.949371242,0.387377628,0.039841676,-0.736123975,0.030259378,-0.675900808,0.072406923,-0.119061569,-0.71151464,0.94556057,1.1061075,-0.299258975,-0.449303972,-0.271042709,0.134663608,-0.682935158,0.537654796,-1.006483283,0.395626443,-0.310014278,0.749341249,0.458156852,0.252001344,0.261001282,0.108924538,-0.115296886,11.85,0
42562,-6.31844313,4.96585212,-2.993339729,-0.425972765,-2.451500537,2.045546827,-4.412875313,1.017322175,0.438795311,0.44112936,0.139567811,2.197495974,-1.14820657,2.477314983,-0.393993056,-0.499701379,2.459151032,-1.383551457,-1.327273242,0.780638912,-0.323318976,0.577247431,0.806391958,-1.407134703,0.181881521,0.55222721,0.454680374,0.323051608,1,0
42562,-0.557505941,-0.299344833,1.683544826,0.407033384,-0.864706276,1.07318115,0.169521874,0.284774652,-1.486587169,0.494901226,0.634054274,0.377509015,0.456662697,-0.096891653,0.179234778,-1.917167295,0.190329466,1.922668336,0.022747184,0.02706602,0.036844415,0.460293537,0.231256861,-0.323573403,-0.272012626,-0.124696958,0.177506153,0.15804353,176,0
42562,-0.681720226,0.211083421,1.958350267,0.012550362,-0.985789729,0.018562791,0.315002453,0.00271243,-1.359005098,0.388928832,-0.337123538,-0.319458586,0.219489647,-0.104877282,1.08848519,-1.529833874,0.036469047,1.18067593,-1.683024355,-0.54117043,-0.089010602,0.248551733,0.004111092,0.357174004,-0.39945262,-0.370716386,0.134611822,0.113198467,116,0
42565,1.143666544,-0.037896381,-0.14344758,0.060276439,-0.169855856,-1.055623878,0.500307347,-0.372034109,-0.197560694,-0.207112374,-0.307927167,0.657879946,1.049182236,0.23650566,0.785711909,0.190001623,-0.383927727,-0.989415714,0.378724058,0.190701571,-0.399386267,-1.371043502,0.069985087,0.076502772,0.145644652,0.631055044,-0.113221298,0.018656479,101.93,0
42566,-0.894990058,0.884184068,2.176329995,0.152020744,-1.008322883,-0.686078046,-0.245988785,0.502542886,-0.24548054,-0.809196311,-0.433718783,0.086428725,0.064968163,0.165049964,1.144613738,0.597243755,-0.28364032,0.283422226,-0.390284637,-0.102178202,0.237281978,0.513448977,-0.048809404,0.734417472,-0.343156963,0.288865443,-0.021725127,0.055909513,11.66,0
42567,1.08047273,0.140148665,0.3675648,1.10461039,-0.122742793,-0.067294236,-0.006124401,0.079778477,-0.2752461,0.175226278,1.492714948,0.923236207,-0.095017619,0.567699635,0.497194984,0.060694365,-0.443064762,-0.010486339,-0.553551036,-0.093152562,0.170174606,0.457722313,-0.122609543,0.035143471,0.557184287,-0.272243943,0.024027689,0.014519796,39.29,0
42567,-1.11602166,-0.54373823,0.058880103,-3.009713338,-1.512883845,-1.222132556,1.218116588,0.150899326,-1.021277189,-1.116788879,1.039060386,0.356653635,-1.030271036,1.081810765,-0.056626965,-1.736735906,0.018764258,1.471232109,-0.187887292,-0.083785729,-0.313957693,-1.175931058,0.789624224,0.419464784,-0.34313225,-0.545088494,-0.11538256,0.076724253,288,0
42567,-2.966356014,-2.111478064,2.4589631,-1.090120761,-1.659544556,0.536841117,0.728899771,-0.511949998,0.50518558,0.891887369,0.994364831,-0.257103909,-0.45044324,-1.851433853,-1.712519473,1.147559235,-0.057212768,-0.819786391,0.716575386,-0.836485431,-0.234765662,1.100728453,0.492223658,0.605827158,0.667593601,-0.220462774,-0.497044235,0.292569984,278.87,0
42567,0.371813324,-1.201659662,-0.529292924,1.430413213,-0.553646724,-0.433708951,0.70025874,-0.09267554,-0.121790855,0.111719085,0.606666631,-0.501710665,-2.394465014,1.228259441,0.380991987,0.423586161,-0.591195586,0.67518966,-0.049198383,0.620563561,0.241272325,-0.42752472,-0.507269256,-0.045325777,0.490245921,-0.378350396,-0.101939563,0.075510782,448.55,0
42568,-0.77082833,1.10684431,1.463403447,1.192281317,0.228345652,0.184616905,0.450992028,0.229031032,-0.419348796,0.380545121,1.347609462,1.130547814,0.101665769,0.080723313,-0.516431754,-1.119719815,0.424143901,-0.319792003,0.910835974,0.250138272,-0.008340027,0.424995279,-0.169852242,0.247605093,-0.090551022,-0.248034169,0.560242743,0.246649778,8.55,0
42568,1.035020597,-0.067066937,0.218899224,1.252720097,-0.033203408,0.333301304,0.001642562,0.163905039,0.120259469,0.032583917,0.78821697,0.856736881,-0.631204546,0.351821569,-0.711238259,-0.401644957,-0.076482521,-0.305882895,0.030175274,-0.084754837,-0.042781413,-0.07255419,-0.159641041,-0.31045886,0.639349862,-0.313752509,0.021873141,0.011232198,65,0
42568,-1.925119126,2.897009605,-0.78805243,0.101779897,0.576877963,-0.80623185,1.376538114,-0.592722803,1.736313944,3.887716681,-0.629928125,-0.024086055,0.726821445,-0.901717564,0.867795702,-0.805767403,-0.77999284,-0.198288101,0.355333334,1.60477824,-0.356455354,0.406523001,-0.061145941,-0.349189131,-0.159576299,-0.439665285,0.707508774,-0.127511614,0.89,0
42568,-2.329329382,-0.571276843,1.430896723,-0.875061295,-0.729372717,0.852259117,0.695045892,-0.245910018,1.506631507,0.20429717,0.533568083,-0.049438229,-1.734060275,-0.761042749,-0.969703342,0.095978414,-0.353084312,-0.318561783,0.158780547,-1.088403855,-0.316272174,-0.016847604,0.195134232,-0.254967396,-0.660557017,0.683228038,-1.079058484,0.386017421,174.07,0
42569,-0.597149289,0.54577176,1.120753329,1.745107417,0.048989189,-0.705560434,0.351488208,-0.21496698,-0.388561036,0.440708927,-0.510383385,-0.345711142,-0.199136778,0.332230161,1.680302863,-0.5069892,0.077511054,0.327721556,1.286003739,-0.079633806,0.180435625,0.637851997,-0.071096351,0.398415039,-0.830748786,-0.262242466,0.044355059,0.263548601,60,0
42569,-1.167270621,0.670980571,1.403148862,-0.950374331,0.750693472,-0.791692353,0.503280309,-0.912322307,-0.652800714,-0.799389712,0.067005301,0.854841071,1.182462294,0.034525414,0.45778742,0.033020327,-0.201266069,-1.525113663,-0.551745128,-0.278590183,0.335155068,-1.480805839,0.146031183,0.102270037,-0.444453002,0.407454997,0.120023464,0.070052274,27.79,0
42570,-1.168377701,0.085651365,2.086245939,0.415037429,-0.360343057,0.871080641,-0.522826703,0.537864802,1.690392608,-0.25459971,-1.875469791,-0.005020366,-1.041021242,-1.094652093,-1.491817685,-0.839419137,0.576912368,-0.625389451,0.472601016,0.006298197,-0.197183058,0.133257359,0.023180006,-0.389971796,-0.405949952,0.355700649,0.440644272,0.320368662,16.49,0
42570,-0.74778134,0.890672127,-0.057548018,-1.07078972,2.797267233,3.356680162,0.726778835,0.790610411,-0.851272362,-0.534565021,-0.274954495,-0.210963157,-0.210691071,0.441270316,0.435559216,0.66012762,-1.186383594,-0.152295986,-0.317587335,-0.056440139,-0.428669444,-1.559470728,0.066693692,0.902796602,0.043711923,-0.986281534,-0.035257213,0.095755252,46,0
42570,-0.830738588,0.696005502,1.692667224,0.875059169,0.452046476,-0.328463464,0.704952645,0.031428049,-0.799914544,-0.41703362,-0.305613658,-0.285917862,-0.349796322,0.442733994,1.448391394,-0.609551909,0.177982325,-0.275700707,0.157872721,0.161662883,0.158963327,0.331179623,-0.194779041,0.078318594,0.459340734,-0.165792062,0.061208542,0.079623273,47.19,0
42570,-0.583351764,0.472440481,0.470369603,-2.477104238,-0.402618866,0.413511139,-1.115431069,-3.315015851,0.843850546,-2.174215058,0.978554146,1.830975738,-0.414256667,0.587661671,-0.74235532,-0.458540785,-0.018760267,-0.466479401,-0.078220503,0.292767228,-0.660463314,-0.172923602,-0.139333712,-0.271676402,1.099594912,-0.166304568,0.100215817,0.190140561,42.76,0
42571,-2.137976494,-2.858186083,-0.920066259,-0.029203711,-3.200140247,0.737229512,4.645640813,-0.37010498,-0.495703579,-1.45919217,0.70339729,-0.497463663,-2.05942584,0.77566472,-1.118909841,0.316777393,-0.417546822,0.495267439,-0.365718054,2.289407965,0.842883512,0.31544152,2.823800854,0.431008924,-0.598883707,0.682181549,-0.304257394,0.284277291,1174,0
42572,1.109559702,-0.052075227,0.841471175,1.223848373,-0.404636901,0.396097536,-0.398008206,0.123760135,0.65971263,-0.252481867,-0.766258685,0.89799513,0.981682587,-0.453160334,0.231992392,-0.326546652,-0.092282015,-0.445056057,-0.47083536,-0.053076244,0.11839683,0.61219671,-0.186037329,-0.216390953,0.65033851,-0.169525627,0.077916839,0.029039755,32,0
42573,-1.18649762,-0.328388452,2.133465297,1.477091193,0.786247134,-0.903464805,-0.440040134,0.075544885,-0.288217744,-0.221218648,-0.701145436,0.348691231,0.460915459,-0.217403174,0.386830871,-1.167256708,0.753836361,-0.208161814,2.05061607,0.51057774,0.073476433,0.163020028,-0.135890383,0.486070785,0.349453153,0.721440673,0.033820406,0.098398242,1,0
42573,1.222845243,0.308391172,0.748914119,0.740429135,-0.685807328,-1.283406413,0.115174447,-0.274647825,-0.084340959,-0.084587063,0.365337529,0.871249241,0.834904516,0.149294939,0.925635094,0.118650359,-0.264316347,-0.791380887,-0.323960313,-0.070869253,-0.215242915,-0.596168048,0.194822197,0.929449725,0.167018858,0.059480602,-0.024385648,0.025772245,1.98,0
42573,1.538700495,-1.000480874,0.639689323,-1.443163512,-1.503184164,-0.501585136,-1.190965754,-0.172618282,-1.72836071,1.396598341,-0.771929437,-0.483576453,1.777987666,-0.74798589,0.754397908,-0.057041003,0.129770912,0.332947042,-0.26089385,-0.237550949,-0.081897601,0.241557818,-0.073606847,-0.092602486,0.444928938,-0.075671293,0.058954156,0.024165415,10,0
42573,0.685568823,-0.908358106,0.563898773,1.308379346,-0.822936676,0.286259306,-0.195751305,0.033431301,0.785366887,-0.269472307,-1.421845878,0.158597113,0.417386745,-0.270082448,0.703135523,0.516943734,-0.70971629,0.523809284,-0.206437531,0.475891415,0.241647873,0.248592367,-0.444800686,-0.420084277,0.525235443,-0.236451753,0.015881376,0.076567759,287.25,0
42573,-0.627934059,1.181113205,1.400495764,1.671436724,1.020317101,1.189497331,0.502773797,0.199225971,-0.716939731,0.243928551,-1.971296216,-0.23630697,0.573836933,-0.442127722,-0.531336962,0.23810764,-0.492151744,-0.581711124,-0.243436925,-0.114248903,-0.239639886,-0.642626127,-0.236063048,-1.3499793,0.012348076,-0.131656406,-0.183690494,0.049529612,7.15,0
42574,-7.112608989,4.79505824,-8.238629112,1.805006088,-3.46086943,-0.27859646,-2.867359255,5.389064739,-0.160918074,-0.839240412,0.091675516,1.369662502,-0.102016952,-0.213032837,2.11270591,1.075285581,5.950346226,-0.070147057,-2.390456667,-0.117204255,0.039493112,-0.2761603,0.308275206,-1.309932604,-0.078702157,-0.230852471,0.084145049,-0.29750161,89.99,0
42575,1.159036078,0.266008702,0.288599141,0.95218003,-0.026117278,-0.171769683,0.035806998,0.053795979,-0.277485102,0.140496033,1.520937029,0.950592248,-0.126978616,0.617954556,0.473430938,-0.045573235,-0.398132737,-0.102156508,-0.438415119,-0.166507547,0.106227557,0.351602737,-0.081680019,0.029760547,0.584450081,-0.3159054,0.026328774,0.006651277,4.05,0
42576,-1.161490482,-0.35123389,2.00881395,0.07522641,0.743274677,-0.172426931,-0.372941255,0.418009164,-0.065170976,-0.465385058,0.15156486,0.027245504,-0.549414015,0.113465407,0.170190063,1.372610769,-1.511520468,1.278108988,-0.815348994,0.14282088,0.246495189,0.262120416,-0.043120091,-0.553973634,0.230804835,-0.483896347,-0.004168475,0.029693392,45,0
42576,1.347521645,-0.634798326,-0.082232556,-0.749700956,-0.536250701,-0.13419684,-0.518630682,0.066099136,-0.848304069,0.733306156,0.963694687,-0.355768058,-1.03995427,0.20565422,-0.546175494,0.57185029,0.587150776,-1.386204565,0.873899137,-0.013383207,0.201008378,0.570527927,-0.181997487,-0.270653821,0.693349553,-0.030327446,-0.005001509,-0.013800304,18,0
42577,-0.711135874,-0.242888952,2.360857484,-1.461177993,-0.819158806,-0.434639807,-0.224543516,-0.077258489,-0.19345515,0.243770512,-0.350610916,-1.125227886,-1.296291595,-0.856987925,-0.497130633,0.498030642,0.688392521,-1.66275118,-0.434470447,-0.069462074,0.40001382,1.294491692,-0.161048632,0.624309584,-0.190165621,-0.244608429,-0.3104056,-0.048928145,0.8,0
42577,1.455950309,-0.267777917,-0.190262259,-0.661019573,-0.621143524,-1.399512382,-0.026916328,-0.413895191,-1.165172632,0.685654225,-0.214127007,-0.571642135,0.203590964,0.09695617,0.413254857,0.722259855,0.402716361,-1.612328297,0.635863291,0.063182642,0.189080583,0.492877353,-0.161683223,0.443068431,0.797371588,-0.085288733,-0.027649373,0.001574155,10,0
42577,1.131969264,0.089324096,-0.129652629,0.387910241,-0.003875535,-0.709019767,0.427448828,-0.192650676,-0.486367642,0.07179782,1.259059164,1.054466367,0.36874161,0.603178023,0.05420638,0.311487556,-0.637982894,-0.308263485,0.497731415,0.080652763,-0.308331426,-1.096796604,0.029913672,0.016608832,0.286718991,0.132414565,-0.078818285,0.0087169,74.9,0
42577,1.095961262,0.01585316,1.418992694,1.356145558,-0.85983508,0.10600779,-0.569203301,0.15341826,0.715172521,-0.273606642,-0.107615529,1.204662985,0.952310454,-0.511103843,0.296579928,-0.356838729,0.091647617,-0.740888983,-0.697895937,-0.121379588,-0.004573298,0.284956069,0.057475925,0.437754018,0.334009442,-0.402613529,0.096724336,0.039609248,4.99,0
42578,-1.633242057,-1.67698317,1.127327962,-1.067099741,-0.349883028,-1.301620828,-1.468611749,0.475945206,-2.551885202,1.023582394,-1.40901732,-2.123961179,-1.02607471,0.42492547,1.247332782,-0.559270127,1.042813182,0.70584844,1.118547267,0.183247201,-0.012391208,-0.452687399,-0.188946987,-0.1639123,0.21863048,0.002979099,-0.020958652,-0.240914083,28,0
42578,-1.251033079,0.222529281,1.889648008,-1.486827967,-1.22816513,-0.470633239,-0.545885103,0.355726623,-0.175643909,0.322452259,-0.474779979,-0.961711998,-1.234889955,-0.616448399,-0.522373777,0.602009471,0.845183733,-1.640839636,-0.465957341,-0.075644892,0.403454518,1.272134693,-0.057745161,0.618108358,-0.105406709,-0.235666266,-0.322836597,-0.057290041,0.8,0
42579,-3.529236697,-1.085030722,0.599323448,-1.531427154,-1.08495232,-0.020062187,1.592441191,-0.500453915,-0.928957053,1.230869424,1.998212138,0.029978411,0.397262712,-0.567303474,-0.032867375,1.3229966,-0.070983892,-1.693064766,0.129030269,-1.353334383,-0.538717367,0.445492743,0.360509755,0.307601871,0.745299725,-0.31917107,0.674854652,0.267995136,372.62,0
42579,-0.284308847,1.162570496,0.95702281,-0.141417278,0.50323497,-0.481721705,0.754718505,-0.065531583,-0.459254764,-0.535393615,-0.825793051,0.068228891,1.063872703,-0.638425976,0.86766052,0.590130136,-0.342380745,0.037807828,0.219367246,0.195962006,-0.308731997,-0.778437868,-0.124058824,-0.485139327,-0.020863056,0.121195036,0.24916041,0.091621615,4.99,0
42579,1.430910488,-1.255538851,0.727737267,-1.476207567,-1.715589519,-0.234185574,-1.412427747,0.05414265,-1.737719341,1.586405978,0.813943346,-0.448297556,0.351669192,-0.323626698,0.177057037,0.164900774,0.012855005,1.022029073,-0.06422986,-0.264381664,0.036418277,0.441398734,-0.102470425,0.007078857,0.369503051,-0.04573371,0.045820568,0.017464382,35,0
42580,-0.839405205,-0.197553063,1.844729487,-1.743495345,-0.386668106,-1.068578087,0.204194241,-0.028612214,-1.059070901,-0.225092377,-1.072459408,-0.699592214,-0.33637899,-0.134571486,-0.111468464,-0.516675294,-0.829084309,1.452875499,-2.698982249,-0.519165535,-0.056701625,0.052104619,-0.058916905,0.36809806,-0.037557139,0.323742326,0.026706925,0.119369738,45.53,0
42580,1.16890859,-0.139981146,-0.095518471,1.735426153,1.699903222,4.646211749,-1.19150208,1.205699913,0.333882136,0.445892377,-1.139157971,0.131478998,-0.213004357,-0.574543657,-1.294483823,0.358217934,-0.493553806,0.140115092,-0.193332591,-0.067161405,-0.033003489,0.114217798,-0.163862791,1.045593076,0.775342706,0.228745398,0.050846477,0.02001855,0,0
